city,name,type,capacity
taipei,臺北市立螢橋國民中學,學校,52
taipei,臺北市立大學附設實驗國民小學,學校,157
taipei,臺北市立弘道國民中學,學校,130
taipei,二二八和平公園,公園/綠地,5424
taipei,臺北市中正運動中心,體育場館/運動中心,250
taipei,臺北市立中正國民中學,學校,300
taipei,臺北市立第一女子高級中學,學校,60
taipei,臺北市立古亭國民中學,學校,60
taipei,臺北市立成功高級中學,學校,31
taipei,臺北市中正區忠孝國民小學,學校,30
taipei,臺北市中正區東門國民小學,學校,100
taipei,臺北市中正區河堤國民小學,學校,72
taipei,臺北市中正區南門國民小學,學校,30
taipei,臺北市立南門國民中學,學校,151
taipei,臺北市立建國高級中學,學校,300
taipei,臺北市國語實驗國民小學,學校,49
taipei,臺北市中正區螢橋國民小學,學校,303
taipei,中正紀念堂站,捷運站體,1974
taipei,古亭站,捷運站體,1828
taipei,台大醫院站,捷運站體,1044
taipei,臺北市市場處光華數位新天地商場地下停車場,市場/停車場,375
taipei,西門站,捷運站體,2974
taipei,臺北市忠義實驗國民小學,學校,50
taipei,臺北市立圖書館王貫英紀念館,圖書館,256
taipei,臺北市立圖書館城中分館,圖書館,30
taipei,臺北市大同區延平國小,學校,88
taipei,臺北市立重慶國民中學,學校,50
taipei,臺北市立忠孝國民中學,學校,131
taipei,臺北市立建成國民中學,學校,119
taipei,玉泉公園,公園/綠地,1993
taipei,臺北市大同運動中心,體育場館/運動中心,300
taipei,臺北市大同區大同國民小學,學校,40
taipei,臺北市大同區大橋國民小學,學校,196
taipei,臺北市大同區大龍國民小學,學校,208
taipei,臺北市大同區太平國民小學,學校,123
taipei,臺北市大同區日新國民小學,學校,137
taipei,臺北市立民權國民中學,學校,30
taipei,臺北市大同區永樂國民小學,學校,304
taipei,臺北市立成淵高級中學,學校,487
taipei,臺北市大同區明倫高級中學,學校,70
taipei,臺北市大同區蓬萊國民小學,學校,104
taipei,臺北市大同區雙蓮國民小學,學校,300
taipei,臺北市立蘭州國民中學,學校,34
taipei,大同251號綠地,公園/綠地,152
taipei,建成公園,公園/綠地,923
taipei,臺北市市場處大龍市場地下停車場,市場/停車場,2356
taipei,國慶區活動中心,活動中心,58
taipei,臺北市立圖書館大同分館,圖書館,138
taipei,臺北市立圖書館延平分館,圖書館,32
taipei,臺北市立圖書館建成分館,圖書館,38
taipei,臺北轉運站,捷運站體,1125
taipei,臺北市立新興國民中學,學校,156
taipei,臺北市立五常國民中學,學校,247
taipei,臺北市中山區中山國民小學,學校,216
taipei,榮星花園公園,公園/綠地,3464
taipei,臺北市中山區行政中心大禮堂,活動中心,84
taipei,臺北市中山運動中心,體育場館/運動中心,184
taipei,新生公園棒球場,體育場館/運動中心,60
taipei,臺北市立大同高級中學,學校,300
taipei,臺北市中山區大佳國民小學,學校,30
taipei,臺北市立大直高級中學,學校,300
taipei,臺北市中山區大直國民小學,學校,263
taipei,臺北市中山區中正國民小學,學校,250
taipei,臺北市立五常國民小學,學校,372
taipei,臺北市中山區北安國民中學,學校,30
taipei,臺北市中山區永安國民小學,學校,1653
taipei,臺北市中山區吉林國民小學,學校,313
taipei,臺北市中山區長安國民小學,學校,600
taipei,臺北市立長安國民中學,學校,41
taipei,臺北市中山區長春國民小學,學校,47
taipei,臺北市中山區濱江國民小學,學校,114
taipei,臺北市濱江實驗國民中學,學校,100
taipei,臺北市中山區懷生國民小學,學校,30
taipei,"下塔悠
(公7)公園",公園/綠地,2105
taipei,華山公園,公園/綠地,1271
taipei,金泰(公8)公園,公園/綠地,3500
taipei,明水公園,公園/綠地,868
taipei,中山地下街,捷運站體,3674
taipei,臺北市立中山女子高級中學,學校,135
taipei,臺北市市場處臺北市民族魚市,市場/停車場,950
taipei,松江南京站,捷運站體,1963
taipei,"花博公園
圓山園區",公園/綠地,13517
taipei,臺北市市場處長春市場地下停車場,市場/停車場,200
taipei,臺北市立美術館,藝術中心,366
taipei,臺北市立圖書館大直分館,圖書館,180
taipei,臺北市立圖書館中山分館,圖書館,46
taipei,臺北市立圖書館長安分館,圖書館,49
taipei,臺北市市場處臺北市第二果菜市場,市場/停車場,5063
taipei,臺北市立民生國民中學,學校,161
taipei,臺北市松山區三民國民小學,學校,140
taipei,臺北市立敦化國民中學,學校,253
taipei,臺北市松山區民生國民小學,學校,126
taipei,民權公園,公園/綠地,2465
taipei,臺北市松山運動中心,體育場館/運動中心,180
taipei,臺北田徑場,體育場館/運動中心,440
taipei,臺北體育館,體育場館/運動中心,1000
taipei,臺北市立中山國民中學,學校,278
taipei,臺北市立中崙高級中學,學校,300
taipei,臺北市立圖書館民生分館,圖書館,50
taipei,臺北市立介壽國民中學,學校,144
taipei,臺北市松山區民族國民小學,學校,40
taipei,臺北市立西松高級中學,學校,300
taipei,臺北市松山區西松國民小學,學校,47
taipei,臺北市松山區松山國民小學,學校,95
taipei,臺北市松山區健康國民小學,學校,150
taipei,敦化國小,學校,56
taipei,臺北市松山區民權國民小學,學校,80
taipei,中正區民活動中心,活動中心,112
taipei,民有區民活動中心,活動中心,196
taipei,自強區民活動中心,活動中心,68
taipei,慈祐區民活動中心,活動中心,55
taipei,鵬程區民活動中心,活動中心,161
taipei,南京復興站,捷運站體,1270
taipei,臺北市市場處嘟嘟房敦北頂好站停車場,市場/停車場,253
taipei,臺北市立圖書館三民分館,圖書館,70
taipei,臺北市立圖書館中崙分館,圖書館,37
taipei,臺北市立圖書館松山分館(暫停用),圖書館,0
taipei,臺北市立圖書館啟明分館,圖書館,100
taipei,臺北市市場處龍城市場地下停車場,市場/停車場,879
taipei,民生公園,公園/綠地,1554
taipei,臺北市民族實驗國中,學校,139
taipei,臺北市大安區大安國民小學,學校,152
taipei,臺北市立龍門國民中學,學校,319
taipei,臺北市大安區幸安國民小學,學校,183
taipei,大安森林公園,公園/綠地,37949
taipei,臺北市大安運動中心,體育場館/運動中心,389
taipei,臺北市立大安高級工業職業學校,學校,100
taipei,"
臺北市立大安國民中學",學校,100
taipei,臺北市大安區仁愛國民小學,學校,350
taipei,臺北市立仁愛國民中學,學校,125
taipei,臺北市大安區公館國民小學,學校,50
taipei,臺北市大安區古亭國民小學,學校,200
taipei,臺北市立和平高級中學,學校,300
taipei,臺北市芳和實驗中學,學校,50
taipei,"
臺北市大安區金華國民小學",學校,84
taipei,臺北市立金華國民中學,學校,300
taipei,臺北市大安區建安國民小學,學校,30
taipei,臺北市大安區新生國民小學,學校,414
taipei,臺北市大安區銘傳國民小學,學校,161
taipei,台北市大安區龍安國民小學,學校,31
taipei,臺北市立懷生國民中學,學校,167
taipei,大安站,捷運站體,969
taipei,臺北市市場處安東市場地下停車場,市場/停車場,386
taipei,忠孝復興站,捷運站體,1420
taipei,忠孝新生站,捷運站體,2803
taipei,東門站,捷運站體,1327
taipei,東區地下街,捷運站體,2625
taipei,臺北市市場處嘟嘟房大安全聯站停車場,市場/停車場,237
taipei,臺北市市場處榮帝科技全聯大安北師店停車場,市場/停車場,76
taipei,臺北市立圖書館道藩分館,圖書館,32
taipei,臺北市立圖書館總館,圖書館,70
taipei,臺北市市場處錦安市場地下停車場,市場/停車場,138
taipei,臺北市立龍山國民中學,學校,265
taipei,臺北市萬華區雙園國民小學,學校,123
taipei,臺北市萬華區新和國民小學,學校,79
taipei,青年公園,公園/綠地,31449
taipei,臺北市萬華運動中心,體育場館/運動中心,226
taipei,青年公園棒球場,體育場館/運動中心,60
taipei,臺北市立大理高級中學,學校,300
taipei,臺北市萬華區大理國民小學,學校,80
taipei,臺北市萬華區老松國民小學,學校,231
taipei,臺北市萬華區西門國民小學,學校,149
taipei,臺北市萬華區西園國民小學,學校,203
taipei,臺北市立華江高級中學,學校,300
taipei,臺北市萬華區華江國民小學,學校,107
taipei,臺北市萬華區萬大國民小學,學校,60
taipei,臺北市立萬華國民中學,學校,50
taipei,臺北市萬華區福星國民小學,學校,50
taipei,臺北市萬華區龍山國民小學,學校,150
taipei,臺北市立雙園國民中學,學校,210
taipei,臺北市市場處臺北市家禽批發市場,市場/停車場,1528
taipei,西門地下街,捷運站體,770
taipei,臺北市市場處西寧市場地下停車場,市場/停車場,505
taipei,臺北市立圖書館西園分館,圖書館,40
taipei,臺北市立圖書館萬華分館,圖書館,30
taipei,臺北市市場處龍山寺地下街,市場/停車場,6050
taipei,臺北市市場處環南中繼市場停車場,市場/停車場,7951
taipei,臺北市信義區博愛國民小學,學校,156
taipei,臺北市信義區吳興國民小學,學校,141
taipei,臺北市立信義國民中學,學校,206
taipei,臺北市立興雅國民中學,學校,251
taipei,臺北市信義區信義國民小學,學校,164
taipei,松德公園,公園/綠地,1340
taipei,臺北市信義運動中心,圖書館,200
taipei,臺北市信義區三興國民小學,學校,77
taipei,臺北市信義區雙永國民小學,學校,116
taipei,臺北市信義區雙永國民小學,學校,116
taipei,"臺北市立永吉國民中學
",學校,97
taipei,臺北市立永春高級中學,學校,300
taipei,臺北市信義區雙永國民小學,學校,115
taipei,臺北市信義區雙永國民小學,學校,115
taipei,臺北市信義區光復國民小學,學校,80
taipei,臺北市立松山高級工農職業學校,學校,333
taipei,臺北市立松山高級商業家事職業學校,學校,116
taipei,臺北市立松山高級中學,學校,300
taipei,臺北市立瑠公國民中學,學校,100
taipei,臺北市信義區福德國民小學,學校,105
taipei,臺北市信義區興雅國民小學,學校,198
taipei,景勤1號公園,公園/綠地,942
taipei,景勤2號公園,公園/綠地,1023
taipei,三興市場大樓地下停車場,市場/停車場,504
taipei,市府轉運站,捷運站體,8248
taipei,臺北市市場處全聯松山松興店地下二樓停車場,市場/停車場,177
taipei,臺北市立圖書館六合分館,圖書館,46
taipei,臺北市立圖書館永春分館,圖書館,76
taipei,臺北市士林區社子國民小學,學校,160
taipei,臺北市立至善國民中學,學校,157
taipei,臺北市士林區福林國民小學,學校,168
taipei,臺北市士林區士林國民小學,學校,219
taipei,臺北市士林區陽明山國民小學,學校,50
taipei,臺北市溪山實驗國民小學,學校,50
taipei,士林官邸公園,公園/綠地,1930
taipei,臺北市士林運動中心,體育場館/運動中心,171
taipei,臺北市市場處士東市場地下停車場,市場/停車場,771
taipei,天母棒球場,體育場館/運動中心,150
taipei,臺北市士林區三玉國民小學,學校,782
taipei,臺北市士林區士東國民小學,學校,275
taipei,臺北市立士林高級商業職業學校,學校,54
taipei,臺北市立士林國民中學,學校,39
taipei,臺北市士林區天母國民小學,學校,323
taipei,臺北市立天母國民中學,學校,99
taipei,台北市士林區文昌國民小學,學校,140
taipei,臺北市士林區平等國民小學,學校,30
taipei,臺北市士林區百齡高級中學,學校,300
taipei,臺北市士林區百齡國民小學,學校,342
taipei,臺北市士林區芝山國民小學,學校,75
taipei,臺北市士林區雨農國民小學,學校,124
taipei,臺北市士林區雨聲國民小學,學校,30
taipei,臺北市立格致國民中學,學校,73
taipei,臺北市士林區富安國民小學,學校,71
taipei,臺北市立陽明高級中學,學校,110
taipei,臺北市士林區葫蘆國民小學,學校,88
taipei,臺北市立福安國民中學,學校,30
taipei,臺北市士林區劍潭國民小學,學校,31
taipei,臺北市士林區雙溪國民小學小,學校,30
taipei,臺北市士林區蘭雅國民小學,學校,30
taipei,臺北市立蘭雅國民中學,學校,130
taipei,美崙公園,公園/綠地,5233
taipei,前港公園,公園/綠地,3136
taipei,福林公園,公園/綠地,2284
taipei,忠誠公園,公園/綠地,881
taipei,天和公園,公園/綠地,1296
taipei,社子公園,公園/綠地,874
taipei,臺北市市場處士林市場地下停車場,市場/停車場,1325
taipei,臺北市立圖書館天母分館,圖書館,41
taipei,臺北市立圖書館李科永紀念館,圖書館,46
taipei,臺北市立圖書館葫蘆堵分館,圖書館,190
taipei,臺北表演藝術中心,藝術中心,5061
taipei,臺北市立新民國民中學,學校,205
taipei,臺北市北投區逸仙國民小學,學校,166
taipei,臺北市立桃源國民中學,學校,55
taipei,臺北市北投區北投國民小學,學校,195
taipei,復興公園,公園/綠地,3624
taipei,北投區民活動中心(暫停用),活動中心,90
taipei,臺北市北投運動中心,體育場館/運動中心,384
